"NCBI","name","skin_species_prevalence","vagina_species_prevalence","oralcavity_species_prevalence","nasalcavity_species_prevalence","stool_species_prevalence"
"1305","Streptococcus sanguinis",0.441988950276243,0,0.912121212121212,0.141304347826087,0.103276131045242
"38286","Corynebacterium afermentans",0.422651933701657,0,0,0,0.00062402496099844
"544580","Actinomyces oris",0.411602209944751,0.0105263157894737,0.893939393939394,0.108695652173913,0.11055642225689
"38284","Corynebacterium accolens",0.406077348066298,0,0.00303030303030303,0.75,0.000416016640665627
"2047","Rothia dentocariosa",0.383977900552486,0.0210526315789474,0.936363636363636,0.119565217391304,0.0249609984399376
"43765","Corynebacterium amycolatum",0.38121546961326,0,0,0,0.00707228289131565
"1379","Gemella haemolysans",0.364640883977901,0,0.915151515151515,0.141304347826087,0.0433697347893916
"29466","Veillonella parvula",0.364640883977901,0.0210526315789474,0.956060606060606,0.0652173913043478,0.344877795111804
"169292","Corynebacterium aurimucosum",0.350828729281768,0,0,0,0.00208008320332813
"2026255","Corynebacterium hadale",0.339779005524862,0,0,0,0.000104004160166407
"729","Haemophilus parainfluenzae",0.331491712707182,0,0.940909090909091,0.195652173913043,0.375767030681227
"1391911","Micrococcus aloeverae",0.320441988950276,0,0.00303030303030303,0,0.00031201248049922
"490","Neisseria sicca",0.287292817679558,0,0.85,0.0543478260869565,0.0015600624024961
"1283","Staphylococcus haemolyticus",0.281767955801105,0.0315789473684211,0.00151515151515152,0.0108695652173913,0.000728029121164847
"68892","Streptococcus infantis",0.281767955801105,0,0.887878787878788,0.0326086956521739,0.0973478939157566
"2559073","Cutibacterium modestum",0.279005524861878,0,0.00303030303030303,0.0543478260869565,0
"71999","Kocuria palustris",0.279005524861878,0,0,0,0.000104004160166407
"54007","Anaerococcus octavius",0.276243093922652,0,0,0.380434782608696,0.00291211648465939
"1318","Streptococcus parasanguinis",0.265193370165746,0,0.816666666666667,0.0543478260869565,0.610088403536141
"43768","Corynebacterium matruchotii",0.256906077348066,0.0105263157894737,0.757575757575758,0.0543478260869565,0.00031201248049922
"84135","Gemella sanguinis",0.251381215469613,0,0.9,0.0543478260869565,0.154030161206448
"484","Neisseria flavescens",0.248618784530387,0.0421052631578947,0.860606060606061,0.0869565217391304,0.0132085283411336
"72000","Kocuria rhizophila",0.248618784530387,0,0,0,0.000208008320332813
"36740","Dermabacter hominis",0.24585635359116,0,0,0,0.000832033281331253
"28132","Prevotella melaninogenica",0.243093922651934,0.0421052631578947,0.886363636363636,0.0652173913043478,0.00540821632865315
"1302","Streptococcus gordonii",0.240331491712707,0,0.743939393939394,0.0543478260869565,0.109308372334893
"1280","Staphylococcus aureus",0.237569060773481,0,0.00757575757575758,0.260869565217391,0.00592823712948518
"161879","Corynebacterium kroppenstedtii",0.237569060773481,0.0105263157894737,0.00151515151515152,0.0760869565217391,0.000208008320332813
"33010","Cutibacterium avidum",0.232044198895028,0.0105263157894737,0,0.260869565217391,0.00166406656266251
"54005","Peptoniphilus harei",0.229281767955801,0.0736842105263158,0,0.0108695652173913,0.0182007280291212
"40214","Acinetobacter johnsonii",0.226519337016575,0,0.00454545454545455,0,0.00405616224648986
"172042","Rothia aeria",0.226519337016575,0.0105263157894737,0.793939393939394,0.0434782608695652,0.00135205408216329
"1292","Staphylococcus warneri",0.223756906077348,0,0.00151515151515152,0.0108695652173913,0
"1755241","Anaerococcus nagyae",0.223756906077348,0,0,0.16304347826087,0.000832033281331253
"1660","Schaalia odontolytica",0.220994475138122,0,0.884848484848485,0.0108695652173913,0.229745189807592
"38289","Corynebacterium jeikeium",0.215469613259669,0,0,0,0.00114404576183047
"28090","Acinetobacter lwoffii",0.212707182320442,0,0.00151515151515152,0,0.00062402496099844
"1304","Streptococcus salivarius",0.207182320441989,0.0210526315789474,0.689393939393939,0.0543478260869565,0.767446697867915
"47770","Lactobacillus crispatus",0.204419889502762,0.494736842105263,0.00303030303030303,0,0.012792511700468
"147645","Paracoccus yeei",0.201657458563536,0,0,0,0.000104004160166407
"47671","Lautropia mirabilis",0.198895027624309,0,0.822727272727273,0.0217391304347826,0.00634425377015081
"1308","Streptococcus thermophilus",0.198895027624309,0.0105263157894737,0.05,0.0326086956521739,0.449297971918877
"76777","Malassezia sympodialis",0.196132596685083,0,0,0,0
"1655","Actinomyces naeslundii",0.193370165745856,0,0.615151515151515,0.0217391304347826,0.0443057722308892
"108980","Acinetobacter ursingii",0.193370165745856,0,0.00303030303030303,0,0.000520020800832033
"29382","Staphylococcus cohnii",0.187845303867403,0,0,0,0
"61592","Corynebacterium durum",0.185082872928177,0,0.636363636363636,0.0108695652173913,0.0141445657826313
"1274","Dermacoccus nishinomiyaensis",0.185082872928177,0,0,0,0
"40216","Acinetobacter radioresistens",0.185082872928177,0,0,0,0
"1739379","Corynebacterium sp. HMSC078H07",0.174033149171271,0,0,0,0.000104004160166407
"726","Haemophilus haemolyticus",0.171270718232044,0,0.771212121212121,0.0434782608695652,0.00208008320332813
"161899","Corynebacterium singulare",0.171270718232044,0,0,0.0108695652173913,0
"147802","Lactobacillus iners",0.168508287292818,0.452631578947368,0.00151515151515152,0.0108695652173913,0.00769630785231409
"53374","Corynebacterium coyleae",0.165745856353591,0,0,0,0.000208008320332813
"1581061","Abiotrophia sp. HMSC24B09",0.165745856353591,0,0.56969696969697,0.0217391304347826,0.00405616224648986
"2702","Gardnerella vaginalis",0.165745856353591,0.284210526315789,0,0.0108695652173913,0.0182007280291212
"38301","Corynebacterium minutissimum",0.165745856353591,0,0,0,0.000520020800832033
"401472","Corynebacterium ureicelerivorans",0.160220994475138,0,0,0,0
"207340","Roseomonas mucosa",0.157458563535912,0,0,0,0
"853","Faecalibacterium prausnitzii",0.157458563535912,0.0421052631578947,0.0212121212121212,0.0217391304347826,0.98408736349454
"28035","Staphylococcus lugdunensis",0.154696132596685,0,0.00151515151515152,0.0326086956521739,0.000104004160166407
"29391","Gemella morbillorum",0.154696132596685,0,0.9,0.0326086956521739,0.0191367654706188
"461393","Actinomyces massiliensis",0.151933701657459,0,0.422727272727273,0.0108695652173913,0.0116484659386375
"322095","Porphyromonas somerae",0.149171270718232,0,0.833333333333333,0.0652173913043478,0.000832033281331253
"1528099","Lawsonella clevelandensis",0.146408839779006,0.0421052631578947,0.00303030303030303,0.0652173913043478,0.0108164326573063
"38288","Corynebacterium genitalium",0.146408839779006,0,0,0,0.000208008320332813
"28125","Prevotella bivia",0.140883977900552,0.136842105263158,0,0.0434782608695652,0.0551222048881955
"40215","Acinetobacter junii",0.138121546961326,0,0.00454545454545455,0,0.00031201248049922
"386414","Prevotella timonensis",0.138121546961326,0.157894736842105,0,0.0217391304347826,0.0477379095163807
"170994","Brevibacterium paucivorans",0.138121546961326,0,0,0,0.00062402496099844
"2032623","Paracoccus salipaludis",0.135359116022099,0,0,0,0
"37915","Dietzia maris",0.135359116022099,0,0,0,0
"46125","Abiotrophia defectiva",0.135359116022099,0,0.537878787878788,0.0326086956521739,0.00239209568382735
"712888","Actinobaculum sp. oral taxon 183",0.132596685082873,0,0.446969696969697,0.0217391304347826,0.0243369734789392
"113107","Streptococcus australis",0.132596685082873,0,0.65,0.0108695652173913,0.120956838273531
"28127","Prevotella buccalis",0.132596685082873,0.0631578947368421,0,0.0434782608695652,0.0573062922516901
"1581134","Corynebacterium sp. HMSC08A12",0.132596685082873,0,0,0,0.000728029121164847
"146827","Corynebacterium simulans",0.129834254143646,0,0,0,0.000832033281331253
"56689","Mycolicibacterium mucogenicum",0.129834254143646,0,0,0,0
"39778","Veillonella dispar",0.129834254143646,0.0105263157894737,0.792424242424242,0.0543478260869565,0.252210088403536
"821","Phocaeicola vulgatus",0.129834254143646,0.0842105263157895,0.096969696969697,0.108695652173913,0.880499219968799
"1358","Lactococcus lactis",0.129834254143646,0,0.0333333333333333,0.0217391304347826,0.185647425897036
"936548","Actinomyces sp. ICM47",0.12707182320442,0,0.66969696969697,0.0217391304347826,0.190535621424857
"39491","[Eubacterium] rectale",0.12707182320442,0.0421052631578947,0.0166666666666667,0.0108695652173913,0.908372334893396
"45634","Streptococcus cristatus",0.124309392265193,0,0.687878787878788,0,0.0162246489859594
"1273","Micrococcus lylae",0.124309392265193,0,0.00151515151515152,0,0.000104004160166407
"1049583","Kocuria indica",0.124309392265193,0,0.00757575757575758,0.0108695652173913,0.000208008320332813
"1759399","Streptococcus sp. A12",0.124309392265193,0,0.553030303030303,0.0217391304347826,0.105564222568903
"39777","Veillonella atypica",0.124309392265193,0.0210526315789474,0.703030303030303,0.0217391304347826,0.240561622464899
"857417","Janibacter indicus",0.121546961325967,0,0,0,0
"28133","Prevotella nigrescens",0.121546961325967,0,0.7,0,0.00124804992199688
"712124","Actinomyces sp. oral taxon 448",0.121546961325967,0,0.243939393939394,0.0217391304347826,0.034009360374415
"29379","Staphylococcus auricularis",0.11878453038674,0,0,0,0.000104004160166407
"108981","Acinetobacter schindleri",0.11878453038674,0,0.00303030303030303,0,0.000208008320332813
"216778","Stenotrophomonas rhizophila",0.11878453038674,0,0.00303030303030303,0,0.00416016640665627
"40324","Stenotrophomonas maltophilia",0.11878453038674,0.0210526315789474,0.00303030303030303,0,0.00884035361414457
"163202","Corynebacterium appendicis",0.11878453038674,0,0,0,0
"1979527","Corynebacterium kefirresidentii",0.116022099447514,0,0,0.0108695652173913,0.000104004160166407
"29394","Dolosigranulum pigrum",0.116022099447514,0,0.00151515151515152,0.41304347826087,0
"495","Neisseria elongata",0.116022099447514,0,0.678787878787879,0,0.000728029121164847
"74426","Collinsella aerofaciens",0.116022099447514,0.0315789473684211,0.0121212121212121,0,0.887883515340614
"1150298","Fusicatenibacter saccharivorans",0.116022099447514,0.0105263157894737,0.00303030303030303,0,0.924388975559022
"1652","Alloiococcus otitis",0.116022099447514,0,0,0,0
"29380","Staphylococcus caprae",0.113259668508287,0,0,0,0
"364298","Janibacter hoylei",0.113259668508287,0,0,0,0
"1078480","Haemophilus sputorum",0.113259668508287,0,0.556060606060606,0,0.0226729069162767
"170573","Staphylococcus pettenkoferi",0.113259668508287,0,0,0,0
"1630135","Dermabacter vaginalis",0.113259668508287,0,0,0,0
"187491","Corynebacterium glaucum",0.113259668508287,0,0,0,0
"28449","Neisseria subflava",0.110497237569061,0.0105263157894737,0.660606060606061,0.0326086956521739,0.00665626625065003
"1377","Aerococcus viridans",0.110497237569061,0,0,0,0.00031201248049922
"296","Pseudomonas fragi",0.110497237569061,0,0.00303030303030303,0,0.00551222048881955
"184870","Varibaculum cambriense",0.110497237569061,0.0210526315789474,0,0,0.0130005200208008
"1276","Kytococcus sedentarius",0.107734806629834,0,0,0,0
"1343","Streptococcus vestibularis",0.107734806629834,0,0.428787878787879,0.0217391304347826,0.119396775871035
"46507","Ezakiella coagulans",0.107734806629834,0.0421052631578947,0,0,0.0192407696307852
"488","Neisseria mucosa",0.104972375690608,0,0.568181818181818,0.0108695652173913,0.000832033281331253
"820","Bacteroides uniformis",0.104972375690608,0.0736842105263158,0.0833333333333333,0.0326086956521739,0.920644825793032
"82347","Facklamia languida",0.104972375690608,0,0,0,0.00031201248049922
"2054","Gordonia bronchialis",0.0994475138121547,0,0,0,0
"29385","Staphylococcus saprophyticus",0.0994475138121547,0,0.00151515151515152,0.0108695652173913,0.00093603744149766
"502393","Gemella asaccharolytica",0.0994475138121547,0.0736842105263158,0,0.130434782608696,0.0106084243369735
"1715157","Corynebacterium sp. HMSC058E07",0.0994475138121547,0,0,0,0.00031201248049922
"712469","Alloprevotella sp. oral taxon 473",0.0966850828729282,0,0.578787878787879,0.0217391304347826,0.000104004160166407
"1019","Capnocytophaga sputigena",0.0966850828729282,0,0.777272727272727,0.0217391304347826,0.000104004160166407
"199591","Brevibacterium luteolum",0.0966850828729282,0,0,0,0.000208008320332813
"33889","Brevibacterium casei",0.0939226519337017,0,0,0,0
"1739305","Peptoniphilus sp. HMSC062D09",0.0939226519337017,0,0,0,0.0178887155486219
"36874","Porphyromonas cangingivalis",0.0939226519337017,0,0,0,0
"1642949","Sphingomonas sp. Ag1",0.0911602209944751,0,0,0,0
"293","Brevundimonas diminuta",0.0911602209944751,0,0,0,0.000208008320332813
"544581","Actinomyces johnsonii",0.0911602209944751,0,0.390909090909091,0.0108695652173913,0.0126885075403016
"1911679","Veillonella infantium",0.0911602209944751,0.0105263157894737,0.756060606060606,0.0217391304347826,0.18263130525221
"33029","Anaerococcus hydrogenalis",0.0911602209944751,0.0105263157894737,0,0,0.00197607904316173
"1739394","Porphyromonas sp. HMSC065F10",0.0911602209944751,0.0526315789473684,0,0,0.0270410816432657
"562","Escherichia coli",0.0883977900552486,0.0315789473684211,0.0318181818181818,0.0326086956521739,0.620072802912117
"249058","Gordonia otitidis",0.0883977900552486,0,0,0,0
"35517","[Eubacterium] brachy",0.0883977900552486,0,0.557575757575758,0,0.0146645865834633
"33037","Anaerococcus vaginalis",0.0883977900552486,0,0,0,0.0307852314092564
"301302","Roseburia faecis",0.0883977900552486,0.0105263157894737,0.00909090909090909,0,0.817160686427457
"418240","Blautia wexlerae",0.0883977900552486,0.0105263157894737,0.00606060606060606,0,0.904628185127405
"327575","Capnocytophaga leadbetteri",0.0856353591160221,0,0.8,0.0217391304347826,0.000104004160166407
"39791","Corynebacterium glucuronolyticum",0.0856353591160221,0,0,0,0.000728029121164847
"420404","Epilithonimonas hominis",0.0856353591160221,0,0,0,0
"470565","Prevotella histicola",0.0856353591160221,0,0.56969696969697,0.0217391304347826,0.00260010400416017
"257758","Streptococcus pseudopneumoniae",0.0856353591160221,0,0.636363636363636,0.0108695652173913,0.00197607904316173
"28130","Prevotella disiens",0.0856353591160221,0.0842105263157895,0.00909090909090909,0,0.0568902756110244
"1056807","Morococcus cerebrosus",0.0856353591160221,0,0.157575757575758,0.0108695652173913,0.000520020800832033
"40518","Ruminococcus bromii",0.0856353591160221,0.0526315789473684,0.0121212121212121,0.0108695652173913,0.692875715028601
"33034","Anaerococcus prevotii",0.0856353591160221,0,0,0,0.00249609984399376
"985002","Staphylococcus argenteus",0.0856353591160221,0,0,0.0326086956521739,0
"28129","Prevotella denticola",0.0856353591160221,0.0105263157894737,0.5,0,0.00176807072282891
"13690","Sphingobium yanoikuyae",0.0856353591160221,0.0105263157894737,0,0,0.000104004160166407
"216816","Bifidobacterium longum",0.0856353591160221,0.0421052631578947,0.0424242424242424,0,0.765990639625585
"1383","Lancefieldella rimae",0.0856353591160221,0,0.642424242424242,0,0.015600624024961
"573","Klebsiella pneumoniae",0.0828729281767956,0,0.0106060606060606,0.0434782608695652,0.163598543941758
"1739406","Actinomyces sp. HMSC035G02",0.0828729281767956,0,0.686363636363636,0,0.111180447217889
"41276","Brevundimonas vesicularis",0.0828729281767956,0,0.00151515151515152,0,0
"563038","Streptococcus sp. M334",0.0828729281767956,0,0.304545454545455,0.0108695652173913,0.00228809152366095
"28135","Prevotella oris",0.0828729281767956,0,0.681818181818182,0.0108695652173913,0.00062402496099844
"649756","Anaerostipes hadrus",0.0828729281767956,0,0.00151515151515152,0,0.904524180967239
"912594","Mycolicibacterium iranicum",0.0801104972375691,0,0,0,0
"257708","Roseomonas gilardii",0.0801104972375691,0,0,0,0
"321318","Dietzia cinnamea",0.0801104972375691,0,0,0,0
"1750","Arachnia propionica",0.0801104972375691,0,0.472727272727273,0.0217391304347826,0.00270410816432657
"999425","Streptococcus sp. F0442",0.0801104972375691,0,0.495454545454545,0,0.0359854394175767
"156978","Corynebacterium imitans",0.0801104972375691,0,0,0,0.000208008320332813
"1545044","Paracoccus sanguinis",0.0773480662983425,0,0,0,0
"496","Neisseria macacae",0.0773480662983425,0,0.418181818181818,0.0108695652173913,0.00031201248049922
"43770","Corynebacterium striatum",0.0773480662983425,0,0,0.0108695652173913,0
"2718","Cardiobacterium hominis",0.0773480662983425,0,0.542424242424242,0.0108695652173913,0.000208008320332813
"648995","Rhizobium pusense",0.0773480662983425,0,0,0,0
"483","Neisseria cinerea",0.0773480662983425,0,0.263636363636364,0.0326086956521739,0.00031201248049922
"1680","Bifidobacterium adolescentis",0.0773480662983425,0.0210526315789474,0.00454545454545455,0,0.658242329693188
"40520","Blautia obeum",0.0773480662983425,0,0,0,0.880291211648466
"525640","Paracoccus chinensis",0.074585635359116,0,0,0,0
"851","Fusobacterium nucleatum",0.074585635359116,0.0315789473684211,0.896969696969697,0.0326086956521739,0.0111284451378055
"165179","Prevotella copri",0.074585635359116,0.0315789473684211,0.0257575757575758,0.0326086956521739,0.520852834113365
"101564","Pseudomonas alcaliphila",0.074585635359116,0,0,0,0
"137730","Falseniella ignava",0.074585635359116,0,0,0,0.000416016640665627
"1381","Atopobium minutum",0.0718232044198895,0.0210526315789474,0.0757575757575758,0,0.0151846073842954
"46124","Granulicatella adiacens",0.0718232044198895,0,0.757575757575758,0.0108695652173913,0.00416016640665627
"156976","Corynebacterium riegelii",0.0718232044198895,0,0,0,0
"755172","Peptoniphilus coxii",0.0718232044198895,0.0315789473684211,0,0,0.00499219968798752
"1015","Bergeyella zoohelcum",0.0718232044198895,0,0,0,0
"47229","Massilia timonae",0.069060773480663,0,0,0,0
"1596","Lactobacillus gasseri",0.069060773480663,0.263157894736842,0.00303030303030303,0.0217391304347826,0.0219448777951118
"76122","Alloprevotella tannerae",0.069060773480663,0,0.601515151515152,0,0.00197607904316173
"55565","Actinomyces graevenitzii",0.069060773480663,0,0.612121212121212,0.0326086956521739,0.0581383255330213
"1311","Streptococcus agalactiae",0.069060773480663,0.0210526315789474,0.00151515151515152,0.0108695652173913,0.00800832033281331
"51665","Aerococcus urinaeequi",0.069060773480663,0,0,0,0.000416016640665627
"244366","Klebsiella variicola",0.0662983425414365,0,0.0136363636363636,0.0217391304347826,0.132709308372335
"134533","Acinetobacter parvus",0.0662983425414365,0,0.00303030303030303,0,0.00031201248049922
"1608898","Haemophilus sp. HMSC71H05",0.0662983425414365,0,0.192424242424242,0.0760869565217391,0.190951638065523
"41976","Porphyromonas catoniae",0.0662983425414365,0,0.48030303030303,0,0
"1382","Lancefieldella parvula",0.0662983425414365,0.0105263157894737,0.677272727272727,0.0108695652173913,0.0188247529901196
"33039","[Ruminococcus] torques",0.0662983425414365,0,0.00454545454545455,0,0.826521060842434
"309120","Dialister micraerophilus",0.0662983425414365,0.126315789473684,0.0545454545454545,0,0.00676027041081643
"2756","Brochothrix thermosphacta",0.0662983425414365,0,0.00303030303030303,0,0.000104004160166407
"98671","Pseudoglutamicibacter albus",0.0662983425414365,0,0,0,0.000728029121164847
"598660","Corynebacterium pyruviciproducens",0.0635359116022099,0,0,0,0.00239209568382735
"135083","Selenomonas noxia",0.0635359116022099,0,0.459090909090909,0.0217391304347826,0.00104004160166407
"53363","Brevibacterium mcbrellneri",0.0635359116022099,0,0,0,0.000832033281331253
"505","Kingella oralis",0.0635359116022099,0,0.474242424242424,0.0108695652173913,0.000104004160166407
"138300","Kytococcus schroeteri",0.0635359116022099,0,0,0,0
"28117","Alistipes putredinis",0.0635359116022099,0.0421052631578947,0.053030303030303,0.0217391304347826,0.786791471658866
"60133","Prevotella pallens",0.0607734806629834,0,0.659090909090909,0.0326086956521739,0.00093603744149766
"712122","Actinomyces sp. oral taxon 414",0.0607734806629834,0,0.356060606060606,0,0.00603224128965159
"1309","Streptococcus mutans",0.0607734806629834,0,0.162121212121212,0,0.0786271450858034
"36823","Gordonia sputi",0.0607734806629834,0,0,0,0
"302449","Corynebacterium tuscaniense",0.0607734806629834,0.0210526315789474,0,0,0
"592308","Kytococcus aerolatus",0.0607734806629834,0,0,0,0.000208008320332813
"90245","Oligella urethralis",0.0607734806629834,0,0,0,0
"86185","Pseudomonas lundensis",0.0607734806629834,0,0,0,0.00218408736349454
"2055","Gordonia terrae",0.0580110497237569,0,0,0,0.000104004160166407
"33033","Parvimonas micra",0.0580110497237569,0,0.677272727272727,0,0.0376495059802392
"48296","Acinetobacter pittii",0.0580110497237569,0,0.00151515151515152,0,0.00031201248049922
"28124","Porphyromonas endodontalis",0.0580110497237569,0,0.607575757575758,0,0.00176807072282891
"2027459","Veillonella sp. T11011-6",0.0580110497237569,0,0.631818181818182,0,0.111700468018721
"1017","Capnocytophaga gingivalis",0.0580110497237569,0,0.777272727272727,0.0108695652173913,0.000104004160166407
"648","Aeromonas caviae",0.0580110497237569,0,0.00303030303030303,0,0.00260010400416017
"225991","Comamonas aquatica",0.0580110497237569,0,0.00151515151515152,0,0.000208008320332813
"178214","Facklamia hominis",0.0580110497237569,0.0210526315789474,0,0,0.00239209568382735
"28026","Bifidobacterium pseudocatenulatum",0.0580110497237569,0,0.00151515151515152,0,0.344669786791472
"111105","Porphyromonas gulae",0.0580110497237569,0,0,0,0
"122202","Gordonia jacobaea",0.0552486187845304,0,0,0,0
"739","Aggregatibacter segnis",0.0552486187845304,0,0.681818181818182,0,0.0153926157046282
"33031","Peptoniphilus lacrimalis",0.0552486187845304,0.0526315789473684,0.00606060606060606,0,0.0305772230889236
"219301","Brachybacterium muris",0.0552486187845304,0,0,0,0
"237576","Oribacterium sinus",0.0552486187845304,0,0.65,0,0.0105044201768071
"45972","Staphylococcus pasteuri",0.0552486187845304,0,0,0.0108695652173913,0.000104004160166407
"39488","Anaerobutyricum hallii",0.0552486187845304,0,0,0,0.892563702548102
"1313","Streptococcus pneumoniae",0.0552486187845304,0,0.221212121212121,0,0.000728029121164847
"479117","Brevibacterium ravenspurgense",0.0552486187845304,0,0,0,0.000104004160166407
"36875","Porphyromonas canoris",0.0552486187845304,0,0.0848484848484849,0,0.000416016640665627
"574650","Micrococcus terreus",0.0552486187845304,0,0,0,0
"228604","Prevotella salivae",0.0524861878453039,0,0.612121212121212,0.0217391304347826,0.00093603744149766
"641148","Neisseria sp. oral taxon 014",0.0524861878453039,0,0.493939393939394,0,0.000208008320332813
"370622","Aureimonas altamirensis",0.0524861878453039,0,0,0,0
"199","Campylobacter concisus",0.0524861878453039,0,0.837878787878788,0.0326086956521739,0.0148725949037962
"651609","Actinomyces sp. oral taxon 180",0.0524861878453039,0,0.445454545454545,0,0.0046801872074883
"156979","Pseudoglutamicibacter cumminsii",0.0524861878453039,0,0,0,0.00062402496099844
"88431","Dorea longicatena",0.0524861878453039,0.0105263157894737,0.00151515151515152,0,0.896931877275091
"1160721","Ruminococcus bicirculans",0.0524861878453039,0.0210526315789474,0.00454545454545455,0,0.670826833073323
"147207","Collinsella intestinalis",0.0524861878453039,0,0,0,0.520748829953198
"29321","Corynebacterium otitidis",0.0524861878453039,0,0,0,0.000104004160166407
"237258","Cloacibacterium normanense",0.0497237569060773,0,0.0333333333333333,0.0108695652173913,0.000520020800832033
"1827381","Proteobacteria bacterium SG_bin4",0.0497237569060773,0,0,0,0
"106654","Acinetobacter nosocomialis",0.0497237569060773,0,0.00151515151515152,0,0.000520020800832033
"860","Fusobacterium periodonticum",0.0497237569060773,0.0210526315789474,0.828787878787879,0.0434782608695652,0.00592823712948518
"194702","Cardiobacterium valvarum",0.0497237569060773,0,0.478787878787879,0,0.00062402496099844
"82135","Fannyhessea vaginae",0.0497237569060773,0.147368421052632,0.00303030303030303,0,0.00977639105564223
"1018","Capnocytophaga ochracea",0.0497237569060773,0,0.63030303030303,0.0108695652173913,0.000104004160166407
"29539","Thermoleophilum album",0.0497237569060773,0,0,0,0.00686427457098284
"123834","Haemophilus quentini",0.0497237569060773,0,0.521212121212121,0,0.00031201248049922
"39485","Lachnospira eligens",0.0497237569060773,0.0105263157894737,0.00606060606060606,0.0108695652173913,0.827145085803432
"827","Campylobacter ureolyticus",0.0497237569060773,0.0526315789473684,0,0.0326086956521739,0.011752470098804
"1828","Rhodococcus fascians",0.0497237569060773,0,0,0,0.000208008320332813
"1881068","Sphingomonas sp. OV641",0.0469613259668508,0,0,0,0
"202956","Acinetobacter towneri",0.0469613259668508,0,0,0,0.00031201248049922
"1807","Mycolicibacterium obuense",0.0469613259668508,0,0,0,0.00031201248049922
"712710","Tannerella serpentiformis",0.0469613259668508,0,0.73030303030303,0.0108695652173913,0.000104004160166407
"1261","Peptostreptococcus anaerobius",0.0469613259668508,0.0315789473684211,0,0,0.0187207488299532
"114527","Mogibacterium diversum",0.0469613259668508,0,0.556060606060606,0,0.0924596983879355
"1203556","Actinomyces sp. HPA0247",0.0469613259668508,0,0.483333333333333,0.0108695652173913,0.0672906916276651
"837","Porphyromonas gingivalis",0.0469613259668508,0,0.272727272727273,0,0.00249609984399376
"28116","Bacteroides ovatus",0.0469613259668508,0.0315789473684211,0.053030303030303,0.0434782608695652,0.806136245449818
"712121","Actinomyces sp. oral taxon 181",0.0469613259668508,0,0.46969696969697,0,0.0558502340093604
"410072","Coprococcus comes",0.0469613259668508,0,0.00303030303030303,0,0.850754030161206
"1608994","Pseudomonas weihenstephanensis",0.0469613259668508,0,0,0,0.00031201248049922
"266762","Porphyromonas gingivicanis",0.0469613259668508,0,0,0,0
"1608996","Pseudomonas helleri",0.0469613259668508,0,0,0,0.000520020800832033
"366616","Haematobacter missouriensis",0.0469613259668508,0,0,0,0
"1641401","Dermacoccus sp. PE3",0.0441988950276243,0,0,0,0
"84595","Gordonia polyisoprenivorans",0.0441988950276243,0,0,0,0
"1502852","Massilia sp. LC238",0.0441988950276243,0,0,0,0
"1245","Leuconostoc mesenteroides",0.0441988950276243,0,0,0,0.0472178887155486
"230143","Scardovia wiggsiae",0.0441988950276243,0,0.154545454545455,0,0.0176807072282891
"157687","Leptotrichia wadei",0.0441988950276243,0,0.796969696969697,0.0108695652173913,0.000520020800832033
"712148","Aggregatibacter sp. oral taxon 458",0.0441988950276243,0,0.686363636363636,0,0.00124804992199688
"157688","Leptotrichia hofstadii",0.0441988950276243,0,0.748484848484849,0.0108695652173913,0.000208008320332813
"28131","Prevotella intermedia",0.0441988950276243,0,0.43030303030303,0,0.00187207488299532
